participant,session,task,event_type,covariate,time,GFP_left,GFP_right,fMotionArea_left,fMotionArea_right,GazeCubes_left,GazeCubes_right,Marquardt2017GFP_left,Marquardt2017GFP_right
sub_00,ses_com,gic,Cubes_2,intercept,7.125,0.169098782171057,0.49255116974588,0.40441014968925,0.466255965921959,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.2,0.156897029114921,0.461311335964076,0.374658410300131,0.437473969645203,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.275,0.144513410504197,0.430296227944693,0.34546704648278,0.409245285364687,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.35,0.131854376401681,0.399689305042714,0.316963955668414,0.381724177114681,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.425,0.118834037362602,0.369671713709624,0.289270944989147,0.355056606342802,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.5,0.105377307777757,0.340419468040688,0.262502377876744,0.329378020964795,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.575,0.0914228408866235,0.31210067167491,0.236763895754926,0.304811301178843,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.65,0.0769256843824233,0.284872835471706,0.212151234837055,0.28146490195353,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.725,0.0618595909629391,0.258880343841286,0.188749156753493,0.259431228482373,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.8,0.0462189250496409,0.234252119997399,0.166630510117282,0.238785276551049,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.875,0.0300201150681597,0.211099536781278,0.145855438219368,0.219583564775583,,,,
sub_00,ses_com,gic,Cubes_2,intercept,7.95,0.0133026099927558,0.189514615144306,0.126470745857372,0.201863380138581,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.025,-0.00387069088034441,0.16956854696299,0.108509435881762,0.185642352284303,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.1,-0.0214135549578654,0.151310572699223,0.091990423431609,0.170918365749232,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.175,-0.0392170886690437,0.13476723763246,0.0769184330735394,0.157669812826235,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.25,-0.0571509617574825,0.119942043111998,0.0632840811999599,0.145856183215082,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.325,-0.0750651683580128,0.106815501650478,0.0510641431353558,0.13541898012889,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.4,-0.092792298004045,0.0953455968548133,0.0402220014931853,0.126282946232949,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.475,-0.110150278482601,0.0854686413228131,0.0307082694710419,0.118357576813605,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.55,-0.126945541898409,0.0771005178787045,0.0224615800181303,0.111538892028715,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.625,-0.142976555646347,0.0701382820326206,0.0154095292045792,0.105711435087317,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.7,-0.158037651427519,0.0644620964766452,0.00946975971197182,0.100750458843889,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.775,-0.171923078161652,0.0599374619141664,0.00455116819050368,0.0965242596584219,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.85,-0.184431198805854,0.0564177026900764,0.000555218327879498,0.0928966145399504,,,,
sub_00,ses_com,gic,Cubes_2,intercept,8.925,-0.195368746817535,0.0537466606634008,-0.00262266011899445,0.0897292756146597,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9,-0.204555055397079,0.0517615466421754,-0.00509160733921879,0.0868844748800726,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.075,-0.211826171780322,0.0502958955659397,-0.00696382644616811,0.0842273920461552,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.15,-0.217038769754269,0.0491825695378292,-0.0083530558725103,0.08162853902645,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.225,-0.220073776238818,0.0482567518189475,-0.00937304379635313,0.0789660163133465,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.3,-0.220839632174104,0.0473588750239431,-0.0101360469955221,0.0761275990191663,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.375,-0.219275114004452,0.0463374279979099,-0.0107513759372132,0.0730126137393921,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.45,-0.215351649649162,0.0450515881882605,-0.0113240069603698,0.0695335715302918,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.525,-0.209075071859545,0.0433736297068168,-0.0119532811168596,0.0656175271094663,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.6,-0.200486762113693,0.0411910616420016,-0.0127317076296233,0.0612071397901027,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.675,-0.189664149502853,0.0384084564441228,-0.0137438880317868,0.0562614175419188,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.75,-0.176720541201127,0.0349489342659016,-0.0150655749056216,0.0507561318183603,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.825,-0.161804273851035,0.0307552758772846,-0.0167628767838539,0.0446838972776989,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.9,-0.145097188295117,0.0257906440563391,-0.0188916182513994,0.0380539171275505,,,,
sub_00,ses_com,gic,Cubes_2,intercept,9.975,-0.126812443283678,0.0200389010438123,-0.0214968616391119,0.0308914014079011,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.05,-0.107191696832662,0.013504517586734,-0.0246125939804408,0.0232366719671342,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.125,-0.0865016965366565,0.00621207713004639,-0.0282615801558517,0.015143974051684,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.2,-0.0650303321099057,-0.00179461331367381,-0.0324553804273943,0.0066800202009834,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.275,-0.0430822144939054,-0.010453786335115,-0.0371945279149992,-0.002077702598812,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.35,-0.0209738558110616,-0.0196873246803372,-0.0424688590333193,-0.0110428269004556,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.425,0.000971466942232301,-0.029402685665739,-0.0482579875369942,-0.0201221603759689,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.5,0.0224290744603232,-0.0394950997339008,-0.0545319106535334,-0.029217860288338,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.575,0.0430783784923603,-0.0498499980033296,-0.0612517338528863,-0.0382296818393597,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.65,0.0626084068632524,-0.060345619127044,-0.0683704991427792,-0.0470572539599945,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.725,0.0807232591810771,-0.0708557422146084,-0.075834100415273,-0.0556023356132108,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.8,0.0971473923372909,-0.0812524900614797,-0.0835822683232437,-0.0637710061156804,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.875,0.111630636899814,-0.0914091455195419,-0.0915496064499763,-0.0714757443460199,,,,
sub_00,ses_com,gic,Cubes_2,intercept,10.95,0.123952849384983,-0.101202923563115,-0.0996666601588802,-0.078637353967631,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.025,0.133928111111033,-0.110517642462931,-0.107860999475113,-0.0851866949097941,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.1,0.141408391786069,-0.119246239461561,-0.116058297651883,-0.0910661852609079,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.175,0.14628660503669,-0.127293079410496,-0.124183387700427,-0.0962310423562852,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.25,0.148498993576946,-0.134576008922928,-0.132161280097081,-0.100650237099096,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.325,0.148026793460565,-0.141028113638512,-0.13991812610099,-0.104307141333863,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.4,0.1448971396366,-0.146599142089255,-0.147382112593999,-0.107199854283803,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.475,0.139183188603442,-0.151256566284877,-0.154484276058034,-0.109341200544564,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.55,0.131003448075917,-0.154986256372129,-0.161159225198536,-0.110758398769908,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.625,0.120520317980562,-0.157792754424568,-0.167345763766101,-0.111492406858689,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.7,0.107937861504842,-0.159699140436256,-0.172987407280697,-0.111596956025402,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.775,0.0934988390749989,-0.160746491767879,-0.17803278958049,-0.111137292478675,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.85,0.0774810517566821,-0.160992945466138,-0.182435957356684,-0.110188651417833,,,,
sub_00,ses_com,gic,Cubes_2,intercept,11.925,0.06019305340388,-0.160512380886444,-0.186156553052991,-0.108834493568411,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12,0.0419693026802779,-0.159392747736981,-0.189159888661,-0.107164539403621,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.075,0.0231648366174652,-0.157734071877476,-0.19141691498979,-0.105272640442189,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.15,0.00414955645390532,-0.155646177805619,-0.192904092891602,-0.103254530488657,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.225,-0.0146977760580272,-0.153246172617226,-0.193603174650406,-0.101205502320298,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.3,-0.0329957280269852,-0.150655741216226,-0.193500905255925,-0.0992180570714532,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.375,-0.0503664628590369,-0.147998306577669,-0.192588654565889,-0.0973795743853207,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.45,-0.0664419763321469,-0.145396111849859,-0.19086199238277,-0.0957700512766496,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.525,-0.0808701920888857,-0.142967282959683,-0.188320219222228,-0.0944599565770619,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.6,-0.0933208095380316,-0.140822931118615,-0.184965866018768,-0.0935082458365513,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.675,-0.103490801335969,-0.139064354198797,-0.180804176195472,-0.0929605786672652,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.75,-0.111109463694181,-0.137780394364426,-0.17584258342053,-0.0928477767934435,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.825,-0.115942930619174,-0.137045006631584,-0.170090197990986,-0.0931845565852697,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.9,-0.117798072691489,-0.136915089239711,-0.163557314136508,-0.093968564690354,,,,
sub_00,ses_com,gic,Cubes_2,intercept,12.975,-0.116525711955589,-0.137428621921465,-0.156254949641022,-0.0951797396338802,,,,
sub_00,ses_com,gic,Cubes_2,intercept,13.05,-0.112023096719143,-0.138603152445564,-0.148194428060708,-0.0967800160478542,,,,
sub_00,ses_com,gic,Cubes_2,intercept,13.125,-0.104235593321248,-0.140434665288413,-0.139387012500335,-0.0987133816313809,,,,
sub_00,ses_com,gic,Cubes_2,intercept,13.2,-0.0931575659778015,-0.142896859089502,-0.129843598427017,-0.100906290164396,,,,
sub_00,ses_com,gic,Cubes_2,intercept,13.275,-0.0788324303866995,-0.145940851801117,-0.119574471385334,-0.103268427028181,,,,
sub_00,ses_com,gic,Cubes_2,intercept,13.35,-0.0613518816042784,-0.149495324303632,-0.108589133766565,-0.105693816860589,,,,
sub_00,ses_com,gic,Cubes_2,intercept,13.425,-0.0408543115110227,-0.15346710488047,-0.0968962030154615,-0.108062256324768,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0,-0.0433244590265861,0.0388633014508379,-0.0580836164462024,-0.0390060522780109,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.075,-0.0385622773976871,0.0315714403014342,-0.0437598029585521,-0.0399502107035746,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.15,-0.0339051701908993,0.0226820344741056,-0.0289990346058071,-0.0412595793354975,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.225,-0.0294887487145428,0.0123875850714852,-0.0138678392975173,-0.0428239192190591,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.3,-0.0254418964214417,0.000912553425165968,0.00156842331901598,-0.0445170500003287,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.375,-0.0218833558043158,-0.011490524752722,0.0172467020068706,-0.0461989533921744,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.45,-0.0189184817221941,-0.0245454672462482,0.0331073403201542,-0.0477181868207164,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.525,-0.0166362330319308,-0.0379573320833371,0.0490950882200599,-0.0489145633220361,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.6,-0.0151064701865298,-0.0514176713109405,0.0651600192901565,-0.0496220483958454,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.675,-0.0143776208393029,-0.0646100530441499,0.0812583356527792,-0.0496718201006963,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.75,-0.0144747685652489,-0.0772157480324928,0.0973530447713962,-0.0488954352812895,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.825,-0.0153982117103145,-0.0889194739844228,0.113414494713044,-0.0471280425196962,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.9,-0.017122530261266,-0.099415089944673,0.129420757095643,-0.0442115812447134,,,,
sub_00,ses_com,gic,Cubes_3,intercept,0.975,-0.0195961886706031,-0.108411134143623,0.145357849807455,-0.0399979064408508,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.05,-0.022741691966659,-0.115636101907761,0.161219794606188,-0.0343517795716363,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.125,-0.0264563014368404,-0.120843365370654,0.177008507826339,-0.0271536686494176,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.2,-0.0306133049096225,-0.123815643750989,0.192733525586179,-0.0183023038017536,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.275,-0.0350638254014905,-0.124368941728542,0.208411568030532,-0.00771693913753848,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.35,-0.0396391408625971,-0.122355883776704,0.224065950212461,0.00466072288121646,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.425,-0.0441534771700243,-0.117668383998213,0.239725850147979,0.0188649821073944,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.5,-0.0484072265929625,-0.110239603829077,0.255425447317247,0.0349049969878843,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.575,-0.0521905348904772,-0.10004516367325,0.271202947381324,0.0527640694598542,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.65,-0.0552871921844255,-0.0871035888395245,0.287099511087854,0.0723993734597879,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.725,-0.0574787559423075,-0.0714759847929501,0.303158107210228,0.0937421337397431,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.8,-0.0585488289491197,-0.0532649514208678,0.31942231086696,0.116698253253574,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.875,-0.0582874111593967,-0.0326127604626961,0.335935069672674,0.141149378976205,,,,
sub_00,ses_com,gic,Cubes_3,intercept,1.95,-0.0564952418880305,-0.00969883418280881,0.352737460858109,0.166954387813389,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.025,-0.052988047978472,0.0152634234923267,0.369867462750655,0.193951266405798,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.1,-0.0476006144055215,0.0420303800515858,0.387358763824284,0.221959351281021,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.175,-0.0401905962210836,0.0703324375443778,0.405239631911593,0.250781889101299,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.25,-0.0306419947970621,0.0998787223025268,0.423531865132671,0.280208870822456,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.325,-0.0188682268907008,0.130362110062477,0.442249844655095,0.310020088533912,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.4,-0.0048147220548095,0.161464489429785,0.461399707583894,0.339988359687308,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.475,0.011539007789105,0.192862162658732,0.480978656123971,0.369882860419118,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.55,0.0301778733561378,0.224231280734484,0.500974416701012,0.39947250778714,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.625,0.051050323913593,0.25525320977568,0.521364860016736,0.428529330006556,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.7,0.0740680992563183,0.285619727813935,0.542117790101561,0.456831764200602,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.775,0.0991066311472939,0.315037955006615,0.563190907367272,0.484167822763385,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.85,0.126006095546944,0.343234926214844,0.584531947511769,0.510338072135233,,,,
sub_00,ses_com,gic,Cubes_3,intercept,2.925,0.154573104765079,0.369961722507882,0.606078994946566,0.535158371559579,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3,0.184583016605899,0.394997087381449,0.627760966265232,0.558462324149624,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.075,0.215782825871052,0.418150464113841,0.649498256206327,0.580103398248474,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.15,0.247894592464255,0.439264402514957,0.671203535644927,0.599956683506465,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.225,0.280619350018745,0.458216296112029,0.692782688426773,0.617920253197201,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.3,0.313641429646524,0.474919424305646,0.714135871388937,0.633916111910088,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.375,0.346633125267992,0.489323287951483,0.735158679736089,0.647890715742638,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.45,0.379259620181907,0.501413240899764,0.755743398101822,0.659815060314428,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.525,0.41118408921322,0.511209433976387,0.775780316153286,0.669684340176249,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.6,0.442072887036577,0.518765101440501,0.795159086520714,0.677517191332131,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.675,0.471600731192626,0.524164232835412,0.813770102169969,0.683354536470091,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.75,0.499455787937389,0.527518685109112,0.831505870096455,0.68725805995708,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.825,0.525344570404076,0.528964800682674,0.848262358405303,0.689308346550297,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.9,0.548996561591098,0.52865960657768,0.863940294449881,0.689602723978008,,,,
sub_00,ses_com,gic,Cubes_3,intercept,3.975,0.57016847936655,0.526776677594232,0.878446392714896,0.688252854929235,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.05,0.588648106913387,0.523501752706334,0.891694492530194,0.685382128460427,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.125,0.604257619716205,0.519028198193464,0.903606587458294,0.681122904293994,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.2,0.61685634916766,0.513552413474415,0.914113730277429,0.67561366588373,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.275,0.626342932982586,0.507269276108291,0.923156799840945,0.668996139412175,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.35,0.632656813661541,0.500367720973655,0.930687118687197,0.661412436043184,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.425,0.635779058035258,0.493026545264357,0.936666913050466,0.6530022737802,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.5,0.635732483225598,0.485410525722414,0.941069609829346,0.643900333199885,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.575,0.63258108694516,0.477666927573802,0.943879968048078,0.63423379818665,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.65,0.626428792689596,0.469922476086091,0.945094045341365,0.624120128651935,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.725,0.617417532815405,0.462280851703109,0.944719002947038,0.613665107167898,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.8,0.60572470450701,0.454820758534984,0.942772755547471,0.602961195581716,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.875,0.591560044993578,0.447594603819544,0.939283475006036,0.59208623112257,,,,
sub_00,ses_com,gic,Cubes_3,intercept,4.95,0.5751619828643,0.440627813070496,0.934288959548557,0.581102484400987,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.025,0.556793531753153,0.433918792250552,0.927835882195299,0.570056094172453,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.1,0.53673780084343,0.427439534724799,0.919978934215293,0.558976885945112,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.175,0.515293203425231,0.421136857235928,0.91077988101637,0.547878573610729,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.25,0.492768449999009,0.414934235971662,0.900306549172504,0.536759335426819,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.325,0.469477416057775,0.408734201232105,0.888631764203044,0.525602748032283,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.4,0.445733976633202,0.402421237504543,0.87583225924224,0.514379054891298,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.475,0.421846899922474,0.395865125151908,0.861987574865388,0.503046738775243,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.55,0.398114890822012,0.388924650632969,0.847178970071536,0.49155436174477,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.625,0.374821872012824,0.381451604385147,0.831488363770923,0.479842630705343,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.7,0.352232585433998,0.373294979372451,0.814997325104935,0.467846642086073,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.775,0.330588590640638,0.364305278955834,0.797786129561083,0.455498255622551,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.85,0.310104728794425,0.354338840269829,0.779932896165897,0.442728544679498,,,,
sub_00,ses_com,gic,Cubes_3,intercept,5.925,0.290966112029405,0.343262078738834,0.761512819081075,0.429470269077857,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6,0.273325687847326,0.330955560751335,0.742597504734663,0.415660316021469,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.075,0.257302417220309,0.317317814804323,0.723254423235468,0.401242055456611,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.15,0.242980093425544,0.302268796568561,0.703546480295207,0.386167558027506,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.225,0.230406816530612,0.285752930206449,0.683531713271045,0.370399626674429,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.3,0.219595126121108,0.2677416567612,0.663263112294858,0.35391359679954,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.375,0.210522782549962,0.248235430359912,0.642788564828631,0.336698864720431,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.45,0.203134174924957,0.22726511413563,0.622150919431067,0.318760109745633,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.525,0.197342322466657,0.20489273995171,0.601388162090152,0.300118181526968,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.6,0.193031424982563,0.181211608961791,0.580533696218577,0.280810631243353,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.675,0.190059908220193,0.156345723501049,0.559616715368465,0.260891872510766,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.75,0.188263900969069,0.130448554508924,0.538662655938799,0.240432965546143,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.825,0.187461073144902,0.103701162354835,0.517693715657999,0.219521025885674,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.9,0.187454757849561,0.0763097023012744,0.496729422453784,0.198258266714179,,,,
sub_00,ses_com,gic,Cubes_3,intercept,6.975,0.188038275670912,0.0485023586238251,0.475787237494598,0.176760691446395,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.05,0.188999376351376,0.0205257633564782,0.454883175716189,0.155156460460559,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.125,0.190124711465613,-0.0073590334987124,0.434032427040809,0.133583962673989,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.2,0.191204251926915,-0.0348809658873994,0.413249961754717,0.112189628832701,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.275,0.192035565976903,-0.0617636412574796,0.392551104124665,0.0911255288381749,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.35,0.192427876760222,-0.0877302268503666,0.371952059290803,0.0705468000441395,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.425,0.192205823570343,-0.112508437205868,0.351470379750094,0.05060895713152,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.5,0.191212857269719,-0.135835524628635,0.331125359312419,0.0314651368358318,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.575,0.189314208105751,-0.15746317358787,0.310938344236692,0.0132633324037085,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.65,0.186399373006441,-0.177162201219936,0.290932953296945,-0.00385632683948682,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.725,0.182384079268072,-0.194726969258293,0.271135200744486,-0.0197641960325566,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.8,0.177211692145274,-0.209979417770281,0.251573518474398,-0.0343435823553075,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.875,0.170854045010759,-0.222772637941396,0.232278676122859,-0.0474930093306816,,,,
sub_00,ses_com,gic,Cubes_3,intercept,7.95,0.163311682247154,-0.232993909684507,0.213283600264494,-0.0591282313239052,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.025,0.154613516640354,-0.240567139900041,0.194623096294303,-0.0691839564295889,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.1,0.144815914534911,-0.245454648579288,0.176333478915308,-0.0776152415032336,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.175,0.134001233162809,-0.247658262405778,0.15845211936123,-0.0843985293961761,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.25,0.122275845150661,-0.24721968882627,0.141016919516272,-0.0895323053684841,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.325,0.109767695041891,-0.244220157472598,0.124065724908093,-0.0930373570463725,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.4,0.0966234415506394,-0.238779330045768,0.107635690106436,-0.0949566300133287,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.475,0.0830052470232884,-0.231053494044339,0.0917626113250662,-0.0953546790246631,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.55,0.0690872820746759,-0.221233069749088,0.076480241971266,-0.0943167227572244,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.625,0.0550520184679572,-0.209539473387953,0.0618196074939899,-0.0919473177925864,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.7,0.041086386926212,-0.196221392131713,0.0478083361350743,-0.0883686750286484,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.775,0.02737787863652,-0.181550538259006,0.0344700220808837,-0.0837186487724015,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.85,0.0141106697003802,-0.165816960246176,0.0218236370452493,-0.0781484352452347,,,,
sub_00,ses_com,gic,Cubes_3,intercept,8.925,0.0014618466964256,-0.149323997474655,0.0098830054966866,-0.0718200230025271,,,,
sub_00,ses_com,gic,Cubes_3,intercept,9,-0.0104021911178707,-0.132382972526402,-0.00134364241082038,-0.0649034427161992,,,,
sub_00,ses_com,gic,Cubes_3,intercept,9.075,-0.0213290815690487,-0.115307720508682,-0.0118540276112932,-0.05757386779336,,,,
sub_00,ses_com,gic,Cubes_3,intercept,9.15,-0.0311835354301518,-0.098409058400868,-0.0216520777638189,-0.0500086203252951,,,,
