participant,session,task,event_type,covariate,time,GFP_left,GFP_right,fMotionArea_left,fMotionArea_right,GazeCubes_left,GazeCubes_right,Marquardt2017GFP_left,Marquardt2017GFP_right
sub_00,ses_gc,gc,Cubes_1,intercept,0.975,0.0343970524565529,-0.000230030660508566,0.104547247104051,0.0133545625897296,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.05,0.0447972091458462,0.0237571951601774,0.131046253873847,0.039098792059512,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.125,0.0574779779410789,0.049728764088439,0.15922449808044,0.0670604888220427,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.2,0.0725010351680495,0.0776638200008419,0.188960245474682,0.0971442087290818,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.275,0.0898932788874266,0.107517470732902,0.220106736189822,0.129225253041361,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.35,0.109645742516399,0.139221071404373,0.252493679602363,0.163151229084794,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.425,0.131713100956612,0.172682913322676,0.285929153716958,0.198744080936219,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.5,0.15601377990463,0.207789305840537,0.320201880196802,0.235802554166484,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.575,0.182430668259735,0.244406031043432,0.355083839222474,0.274105050574321,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.65,0.210812422783571,0.282380144035822,0.390333182055965,0.313412821585133,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.725,0.240975343607181,0.321542085021905,0.425697393632983,0.353473442704574,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.8,0.272705789019704,0.361708063465695,0.460916652812142,0.394024506228591,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.875,0.30576308839792,0.402682669482573,0.495727334164398,0.434797465419584,,,,
sub_00,ses_gc,gc,Cubes_1,intercept,1.95,0.339882903324475,0.444261663360618,0.529865592462682,0.475521560638968,,,,
